station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,climo_high_f,climo_low_f,climo_precip_in
JEF,2024-09-21,86,70,72,67,0.11,3.9972906,143.16586,54.908,81.021034,93.47972,0,0,78.7,55.1,0.13
MYJ,2024-09-21,82.4,66.2,69.8,62.6,0.01,2.8292682,218.6389,61.3594,79.81363,100,,,77.5,54.3,0.15
TKX,2024-09-21,86,71.6,77,71.6,,3.1378093,225.12802,70.26737,88.23031,100,,,81.8,61.5,0.08
DMO,2024-09-21,80,71,72,64,0.55,6.256629,180.17706,64.56924,77.43647,90.28468,,,76.8,55,0.09
TBN,2024-09-21,87,69.8,71.6,67.3,0.07,4.56446,160.93372,53.731724,83.45699,94.387955,,,78.7,54.5,0.1
MHL,2024-09-21,80.6,69.8,71.6,64.4,0.66,4.7630663,176.68076,69.138725,87.52616,100,,,77.7,54.4,0.13
UNO,2024-09-21,86,72,72,66,0.01,3.3890073,160.93369,53.03823,77.5377,90.32327,,,78.9,55.4,0.09
HAE,2024-09-21,87.8,71.6,66.2,50,,4.6445994,201.59467,38.743393,55.87396,73.44011,,,76.2,54.8,0.11
FAM,2024-09-21,88,69,73,68,0.15,2.45961,169.24562,60.993706,84.36919,96.6368,,,79,54.1,0.1
AIZ,2024-09-21,88,71,72,66,0.03,3.3447075,166.25688,49.75452,77.677475,100,,,79.3,58.5,0.13
HFJ,2024-09-21,93.2,71.6,69.8,62.6,,7.222615,121.85748,38.725094,65.65964,88.42599,,,79.2,56.5,0.16
IRK,2024-09-22,68,58,67,53,0.69,5.4745502,345.2018,80.45798,91.7795,96.58053,,,74.9,51.6,0.13
UNO,2024-09-22,87,68,73,66,0.01,1.9117477,229.21387,57.100487,81.96637,93.34623,,,78.6,55,0.1
TKX,2024-09-22,91.4,69.8,75.2,69.8,,4.933798,237.69601,52.481148,82.71811,100,,,81.5,61.1,0.09
HFJ,2024-09-22,84.2,68,69.8,60.8,,5.794425,10.672855,48.0542,74.495476,100,,,78.9,56.1,0.16
HAE,2024-09-22,75.2,62.6,68,59,0.38,3.8536584,325.28256,69.138725,89.0824,100,,,75.8,54.4,0.12
MCI,2024-09-22,69,59,68,53,0.45,7.2994003,5.207256,77.636665,94.09389,100,0,0,77,55,0.13
MYJ,2024-09-22,75.2,60.8,69.8,60.8,0.52,5.139373,331.03488,83.09303,95.98793,100,,,77.1,53.8,0.17
JEF,2024-09-22,83,66,71,64,1.02,4.605574,357.29367,60.49182,84.52258,94.05696,0,0,78.4,54.7,0.12
FAM,2024-09-22,86,68,71,65,0.0001,3.4240947,83.45386,54.633873,80.359406,93.34623,,,78.7,53.7,0.09
STL,2024-09-22,83,70,69,64,1.98,5.561448,348.2454,64.68674,76.70305,90.28468,0,0,78.9,58.5,0.09
DMO,2024-09-22,79,62,70,60,0.76,6.082834,333.15378,71.37922,92.3492,96.65066,,,76.5,54.6,0.1
MHL,2024-09-22,75.2,59,69.8,59,1.32,4.6254416,347.6155,83.209045,97.596344,100,,,77.3,54,0.13
SZL,2024-09-22,77.7,61.7,69.8,59.4,1.09,7.0682926,350.26636,71.27854,89.459625,94.31882,,,76.1,54.5,0.14
TBN,2024-09-22,84.2,69.4,71.6,66.7,0.03,3.221831,17.6021,61.807594,83.7293,100,,,78.4,54.1,0.11
AIZ,2024-09-22,83,65,73.4,66,0.88,3.0411348,324.57266,60.365044,85.475845,100,,,79,58.1,0.12
FWB,2024-09-22,,,,,,0,0,,,,,,79.3,53.2,0.15
VIH,2024-09-22,84,69,70,66,0.03,5.12696,27.84388,56.56821,81.16226,100,,,76.9,55.2,0.12
POF,2024-09-22,91,68,73,67,1.1,2.085543,233.53244,53.730354,83.35565,96.66443,,,80.5,56.7,0.13
VER,2024-09-22,96.8,43,72.3,63,2.42,3.7560976,335.78937,75.8144,96.59469,100,,,77.5,54.7,0.13
SGF,2024-09-22,85,67,70,64,0,6.082834,356.41248,52.757877,75.21206,93.40011,0,0,79.2,56.7,0.14
STJ,2024-09-22,71,55,69,53,0.78,6.8649125,1.6857402,75.20368,90.11335,100,0,0,77.9,51.9,0.1
SET,2024-09-22,82,67,70,63,0.64,4.605574,324.12296,64.68674,82.53537,94.05696,0,0,79.1,54.7,0.1
RAW,2024-09-22,77,60.8,69.8,60.8,0.65,5.1324043,353.752,65.118546,91.58806,100,,,79.5,56,0.13
SIK,2024-09-22,91.6,68.7,72.7,67.5,0.04,3.3031359,225.98473,50.01239,84.12582,97.32362,,,82,57.9,0.12
LRY,2024-09-22,77,60.8,69.8,59,0.97,5.5052266,355.30365,69.330864,90.447716,100,,,77.4,55.9,0.14
JLN,2024-09-22,86,65,69,61,0,5.7352433,4.474245,47.760025,69.74453,84.09401,,,79.6,56.9,0.13
LXT,2024-09-22,72,61,71,58,0.72,6.256629,353.17194,86.72074,92.00759,96.66443,,,76.8,56.6,0.08
RCM,2024-09-22,75.2,59,68,57.2,0.55,4.5818815,329.19064,69.138725,91.82245,100,,,79.1,52.6,0.13
FYG,2024-09-22,84.2,69.8,78.8,69.8,,1.5609756,343.19275,65.94849,95.02497,100,,,77.7,53.6,0.12
EZZ,2024-09-22,68,55.6,59.5,53.4,0.38,6.533569,8.822867,88.53404,96.898186,98.58052,,,76.9,53.3,0.13
MKC,2024-09-22,72,61,70,54,0.46,5.6483455,348.2203,75.01887,89.0825,96.65066,,,78.2,58.6,0.13
LBO,2024-09-22,82.4,68,69.8,62.6,0.02,3.3710248,20.775528,54.30221,79.948616,100,,,78,54.5,0.12
CDJ,2024-09-22,72,60,70,56,0.45,2.3462358,359.55524,83.58972,91.87833,96.6368,,,76.6,53.4,0.13
PCD,2024-09-22,85.5,69.3,72,68.5,,2.216028,350.54324,61.32305,85.45585,97.635185,,,79.5,55.4,0.09
MAW,2024-09-22,91.4,69.8,73.4,68,0.21,4.3763065,234.29477,49.362175,77.80541,94.10022,,,83,58.2,0.12
COU,2024-09-22,79,63,70,62,2.04,6.6042194,338.35123,69.06545,89.537994,96.6368,0,0,77.9,55.8,0.13
GLY,2024-09-22,78.8,62.6,71.6,60.8,1.05,4.9616723,338.54593,73.780556,93.521545,100,,,78.6,53.7,0.15
EVU,2024-09-22,70,56.7,70,52.3,0.35,7.324042,11.264314,62.805637,89.19652,100,,,76.5,51.2,0.12
OZS,2024-09-22,80.6,66.2,69.8,62.6,0.33,3.7874565,356.10306,54.30221,81.582825,100,,,79,58.1,0.12
MBY,2024-09-22,73.4,60.8,68,57.2,0.86,4.219512,344.9664,73.44011,87.8613,94.01323,,,76.2,55,0.13
BBG,2024-09-22,86,71.6,71.6,66.2,0.01,1.6097561,347.04495,51.724586,78.46307,100,,,78.2,57.5,0.19
SUS,2024-09-22,81,68,71,66,2.33,4.171086,349.27393,66.83575,85.92989,100,0,0,78.7,54.1,0.09
CGI,2024-09-22,88,68,77,68,0.02,2.4331334,220.34793,67.60844,86.51646,100,,,79.9,55.2,0.12
GPH,2024-09-22,69.8,59,69.8,55.4,0.77,4.184669,358.59674,82.37203,97.679375,100,,,77.4,52.8,0.16
OZS,2024-09-23,68,62.6,68,62.6,0.11,3.8327527,326.62534,93.96902,99.65903,100,,,78.6,57.7,0.12
EVU,2024-09-23,76,51.8,62.2,50,,4.250871,61.933926,41.350845,74.98898,100,,,76.1,50.8,0.11
MAW,2024-09-23,82.4,69.8,73.4,64.4,0.13,2.1289198,63.869755,65.536865,83.779884,100,,,82.7,57.7,0.11
GPH,2024-09-23,64.4,55.4,60.8,51.8,0.01,2.4703832,14.564905,72.56155,84.4035,100,,,77.1,52.3,0.16
MKC,2024-09-23,67,57,60,50,0.1,3.6497002,9.114785,67.0632,76.12363,86.72074,,,77.8,58.2,0.12
BBG,2024-09-23,77,66.2,71.6,66.2,,0.9616725,277.69736,69.330864,91.12998,100,,,77.8,57.2,0.2
MBY,2024-09-23,64.4,59,60.8,55.4,0.1,3.0662022,33.461983,82.37203,89.70167,93.83344,,,75.9,54.6,0.12
LBO,2024-09-23,71.6,64.4,68,62.6,0.28,2.6132405,313.8601,88.259766,97.06826,100,,,77.7,54.2,0.12
SUS,2024-09-23,72,64,68,63,2.33,2.780724,32.682667,84.155464,95.19741,100,0,0,78.4,53.7,0.09
CDJ,2024-09-23,64,56,61,51,0.03,1.9117477,23.933342,74.832115,85.07488,93.180626,,,76.2,53,0.14
PCD,2024-09-23,75,67,69.4,66.6,0.93,2.132404,87.071365,81.59634,92.98393,98.29515,,,79.1,55,0.09
COU,2024-09-23,69,62,66,61,1.44,4.8662667,19.384052,84.09401,94.21655,96.59473,0,0,77.5,55.4,0.12
GLY,2024-09-23,64.4,60.8,64.4,60.8,2.15,2.71777,0.3250521,93.879135,99.82697,100,,,78.2,53.2,0.14
CGI,2024-09-23,81,69,74,69,0.0001,3.475905,50.552505,76.61518,90.54782,100,,,79.5,54.8,0.11
SZL,2024-09-23,64.4,59,61,57.2,0.64,3.9498608,6.73988,87.91667,92.073586,94.418564,,,75.8,54.1,0.15
HAE,2024-09-23,66.2,60.8,64.4,59,0.57,1.979094,53.10525,88.00381,93.80873,100,,,75.4,54,0.12
TBN,2024-09-23,73.4,65,71.6,64.4,0.67,2.836237,312.51767,93.924324,96.937294,100,,,78,53.8,0.1
MHL,2024-09-23,60.8,57.2,60.8,57.2,0.28,2.6864111,1.0024751,93.74054,99.38069,100,,,76.9,53.6,0.13
TKX,2024-09-23,89.6,71.6,73.4,69.8,,5.4947734,216.37231,52.23055,81.16749,100,,,81.2,60.7,0.1
IRK,2024-09-23,64,55,61,51,0.24,5.300755,41.146965,77.46588,87.990036,96.522835,,,74.5,51.2,0.12
FAM,2024-09-23,76,66,70,64.4,1.96,3.555014,130.35324,78.86083,92.29468,100,,,78.4,53.3,0.1
DMO,2024-09-23,65,60,63,59,1.38,3.3890073,4.969763,93.12406,94.21047,100,,,76.1,54.2,0.1
JEF,2024-09-23,73,65,67,62,1.8,3.041417,356.4608,81.40747,90.95625,96.60884,0,0,78,54.3,0.11
AIZ,2024-09-23,68,63,,,0.24,2.9408078,13.206464,,,,,,78.6,57.7,0.12
FWB,2024-09-23,,,,,,0,0,,,,,,78.9,52.8,0.14
UNO,2024-09-23,80,68,70,66,0.09,3.7365978,228.11873,68.95863,84.45615,90.32327,,,78.2,54.6,0.1
MYJ,2024-09-23,68,59,66.2,59,0.52,3.1881533,27.100164,88.259766,99.24425,100,,,76.7,53.4,0.16
MCI,2024-09-23,67,55,60,52,0.02,4.605574,18.971046,70.03135,82.86264,100,0,,76.6,54.6,0.13
STL,2024-09-23,72,66,67,63,2.63,4.5186763,69.871574,78.04456,86.90378,93.924324,0,0,78.5,58.1,0.09
HFJ,2024-09-23,69.8,60.8,68,60.8,0.88,4.9477353,275.2225,82.97585,98.293365,100,,,78.5,55.8,0.15
FYG,2024-09-23,71.6,64.4,71.6,64.4,,0.7944251,14.978322,100,100,100,,,77.4,53.2,0.12
SET,2024-09-23,72,65,67,62,2.33,3.475905,63.566387,81.33681,89.82125,100,0,0,78.7,54.3,0.09
POF,2024-09-23,80,70,73,67,0.85,2.5200312,50.306755,73.6866,88.96276,96.678116,,,80.2,56.3,0.13
STJ,2024-09-23,72,53,60,51,0,3.6497002,27.053415,63.487995,81.602104,96.46368,,,77.5,51.5,0.1
SGF,2024-09-23,75,63,67,62,0.89,5.2138577,304.68277,76.01197,94.33866,100,0,0,78.8,56.3,0.13
VER,2024-09-23,96.8,43,67,61.7,0.82,2.7247386,7.7065964,95.249626,99.41951,100,,,77.2,54.4,0.12
LXT,2024-09-23,65,58,62,54,0.14,3.9972906,12.680493,80.60851,87.712715,93.20864,,,76.4,56.2,0.09
SIK,2024-09-23,80.8,71.4,73.6,68.4,0.04,3.651568,57.428234,72.639626,88.06331,99.32381,,,81.7,57.5,0.12
RCM,2024-09-23,60.8,55.4,59,53.6,0.45,2.2195122,350.58423,87.828606,95.24289,100,,,78.7,52.2,0.13
EZZ,2024-09-23,66.7,52.3,62,51,,4.881533,31.069962,81.59878,91.26411,100,,,76.6,52.9,0.13
RAW,2024-09-23,64.4,59,64.4,59,0.68,3.2897527,3.2061923,93.83344,99.826324,100,,,79.1,55.6,0.12
JLN,2024-09-23,66,62,63,60,1,4.605574,305.33353,83.84471,91.95118,96.55186,,,79.3,56.5,0.13
VIH,2024-09-23,71,64,69.8,64,0.42,5.4745502,44.48424,93.40011,99.06345,100,,,76.5,54.8,0.12
LRY,2024-09-23,62.6,59,60.8,55.4,0.12,3.477352,16.303083,87.828606,92.49355,100,,,77,55.5,0.14
VER,2024-09-24,96.8,43,64,57,0.02,3.3310103,273.78015,59.60241,87.67679,100,,,76.8,54.1,0.11
JLN,2024-09-24,73,57,61,55,0.01,3.7365978,258.81702,55.06128,85.27527,96.50818,,,78.9,56.1,0.13
SIK,2024-09-24,79.5,65.3,69.8,61,0.01,4.794425,279.4395,56.027626,82.16817,98.29515,,,81.3,57.1,0.12
RAW,2024-09-24,69.8,59,60.8,53.6,,3.7630663,277.28632,56.382633,83.82678,100,,,78.7,55.1,0.12
SET,2024-09-24,71,57,66,57,0.33,6.256629,287.855,73.11288,88.06429,96.59473,0,0,78.4,54,0.1
LRY,2024-09-24,73.4,57.2,60.8,51.8,0.01,2.0627177,266.87442,46.707855,80.29971,100,,,76.6,55.1,0.15
LXT,2024-09-24,75,56,62,51,0.0001,4.6924715,239.87405,49.627598,79.40745,100,,,76,55.8,0.1
POF,2024-09-24,79,64,68,60,0.04,3.8234954,286.72415,57.90461,82.36074,96.62286,,,79.9,55.9,0.13
VIH,2024-09-24,,,66,54,,,270.25568,92.97958,97.94194,100,,,76.1,54.4,0.12
EZZ,2024-09-24,74,50,59.7,51.6,0.07,4.3957596,253.57089,45.438488,86.45018,100,,,76.3,52.6,0.13
RCM,2024-09-24,73.4,55.4,60.8,50,0.02,3.2090592,244.59586,43.694447,79.59595,100,,,78.4,51.8,0.12
STJ,2024-09-24,78,52,59,51,0.04,2.085543,197.5643,46.41769,84.39835,100,,,77.2,51.2,0.11
FYG,2024-09-24,73.4,60.8,69.8,60.8,,3.2891986,283.05252,68.74948,96.32202,100,,,77.1,52.9,0.11
SGF,2024-09-24,71,58,62,56,0.0001,4.605574,282.10953,63.24179,86.38549,100,0,0,78.4,55.9,0.13
MBY,2024-09-24,73.4,55.4,60.8,51.8,0.21,5.0034842,283.96402,49.636288,79.55121,93.83344,,,75.5,54.3,0.13
MAW,2024-09-24,80.6,68,69.8,60.8,,6.344948,282.7863,54.051514,78.53702,100,,,82.4,57.3,0.12
MKC,2024-09-24,75,57,58,52,0.0001,2.9545193,231.86082,46.266193,76.18775,96.46368,,,77.4,57.8,0.12
SUS,2024-09-24,71,59,67,60,0.14,5.0400624,252.42006,77.89702,93.763306,100,0,0,78,53.3,0.09
CGI,2024-09-24,79,61,69,66,0.0001,4.8662667,255.89957,76.09948,92.684494,100,,,79.2,54.4,0.12
CDJ,2024-09-24,73,55,62,54,0.01,1.0427715,250.11185,56.96126,81.115776,93.20864,,,75.8,52.6,0.13
GPH,2024-09-24,73.4,51.8,60.8,51.8,0.03,1.7421603,227.09912,46.707855,84.58272,100,,,76.7,51.9,0.16
LBO,2024-09-24,69.8,59,62.6,57.2,,4.3379793,277.15402,68.3535,88.48395,100,,,77.3,53.8,0.12
GLY,2024-09-24,73.4,57.2,62.6,53.6,0.01,2.271777,264.09082,56.382633,85.104385,100,,,77.9,52.8,0.14
OZS,2024-09-24,69.8,60.8,62.6,53.6,,5.310954,274.29883,56.382633,84.943535,100,,,78.3,57.3,0.12
EVU,2024-09-24,75,56.3,63,56.3,0.17,3.3780918,227.61499,54.686394,92.07855,100,,,75.8,50.4,0.12
PCD,2024-09-24,77.5,60.8,68,60.3,,4.5574913,282.0536,60.61411,86.69217,100,,,78.8,54.6,0.08
BBG,2024-09-24,71.6,57.2,66.2,55.4,,2.3623693,317.2808,56.630344,84.63535,100,,,77.5,56.9,0.19
COU,2024-09-24,71,58,64,55,0.03,6.430424,278.42786,65.80526,84.51036,100,0,0,77.1,55,0.13
STL,2024-09-24,73,60,66.2,57,0.17,6.6911173,270.94794,73.2097,84.68511,93.96902,0,0,78.2,57.7,0.09
FWB,2024-09-24,,,,,,0,0,,,,,,78.6,52.4,0.15
MCI,2024-09-24,74,50,60.8,53,0.17,5.387653,222.2204,49.479416,84.8331,100,0,0,76.3,54.2,0.14
IRK,2024-09-24,73,54,61,54,0.65,3.8234954,306.86053,58.801956,85.402275,100,,,74.1,50.9,0.13
DMO,2024-09-24,73,59,61,54,0.0001,4.431779,267.62552,54.92109,78.38658,96.522835,,,75.7,53.8,0.09
HAE,2024-09-24,71.6,55.4,62.6,53.6,0.35,3.2473867,304.56635,60.208565,89.76221,100,,,75.1,53.6,0.12
MYJ,2024-09-24,69.8,53.6,64.4,53.6,0.22,6.1045294,282.14697,60.208565,90.393845,100,,,76.3,53,0.17
HFJ,2024-09-24,69.8,55.4,62.6,51.8,0.01,4.1413426,273.17026,52.772587,85.914955,100,,,78.2,55.4,0.15
MHL,2024-09-24,71.6,55.4,60.8,51.8,,2.9825785,268.2833,52.772587,84.468376,100,,,76.6,53.2,0.13
AIZ,2024-09-24,73,58,65,57,0.01,3.678273,268.2674,63.487995,86.989746,100,,,78.3,57.3,0.12
JEF,2024-09-24,74,59,64,57,0.0001,5.7352433,291.6852,61.370304,82.17193,96.56624,0,0,77.7,53.9,0.12
UNO,2024-09-24,72,61,66,57,0.01,3.9972906,282.2458,65.68811,81.1621,93.20864,,,77.9,54.3,0.09
TBN,2024-09-24,73.8,59,64.4,58.3,0.0001,3.5017421,268.35745,65.92187,89.30019,100,,,77.7,53.4,0.1
FAM,2024-09-24,74,58,66.2,59,0.0001,3.9435933,279.16016,65.92187,86.5325,100,,,78.1,52.9,0.09
SZL,2024-09-24,74,60.4,60.8,52.3,0.0001,4.9156365,262.3751,48.712654,76.776184,93.83344,,,75.5,53.7,0.13
TKX,2024-09-24,80.6,68,71.6,64.4,,5.5759716,285.98825,57.842686,83.46179,100,,,80.8,60.3,0.09
MHL,2024-09-25,77,50,59,50,,2.0069687,344.32455,41.41535,76.72535,100,,,76.2,52.8,0.13
DMO,2024-09-25,81,54,57,52,0,2.9545193,345.0625,41.87687,67.140236,89.67755,,,75.4,53.4,0.1
MCI,2024-09-25,79,51,56,51,0,4.171086,7.512982,38.89973,68.2731,100,0,0,75.9,53.9,0.14
TKX,2024-09-25,80.6,64.4,64.4,57.2,,3.216028,358.1672,44.79674,81.55523,100,,,80.5,59.9,0.1
JEF,2024-09-25,80,55,60,51,0,1.9986453,346.59616,36.42366,72.474464,96.44865,0,0,77.3,53.6,0.13
AIZ,2024-09-25,78,54,62.6,53.6,0,1.6309192,316.67868,46.980213,82.95622,100,,,77.9,56.9,0.13
MYJ,2024-09-25,77,51.8,59,51.8,,2.0905924,353.46274,41.41535,78.36669,100,,,75.9,52.6,0.17
SZL,2024-09-25,79.5,50.5,57.2,49,,2.2578397,347.3873,37.887253,69.77664,93.548386,,,75.2,53.3,0.13
TBN,2024-09-25,78.8,52.5,58.3,52.3,,1.912892,304.93494,42.774956,77.2673,97.8675,,,77.4,53.1,0.09
STL,2024-09-25,79,58,59,54,0,2.085543,324.53204,44.900772,68.2663,93.12406,0,0,77.8,57.3,0.09
IRK,2024-09-25,78,51,59,50,0,2.1724405,340.3241,41.722034,75.00099,100,,,73.7,50.5,0.11
UNO,2024-09-25,80,55,57,51,0,2.5200312,340.32123,38.89973,66.90467,92.97958,,,77.5,53.9,0.1
FAM,2024-09-25,77,55,60,53,0,1.9066852,343.00748,48.141987,78.20483,100,,,77.7,52.5,0.09
HFJ,2024-09-25,77,50,57.2,50,,2.662021,347.74756,38.743393,72.72965,100,,,77.8,55,0.16
FWB,2024-09-25,,,,,,0,0,,,,,,78.2,52,0.15
HAE,2024-09-25,78.8,53.6,60.8,50,,1.5331011,346.30264,38.743393,73.39551,100,,,74.7,53.2,0.11
STJ,2024-09-25,82,48,58,48,0,1.9117477,27.14336,35.40816,74.16562,100,,,76.8,50.8,0.1
LRY,2024-09-25,80.6,53.6,57.2,48.2,,1.3101045,24.439901,32.1772,71.15969,100,,,76.2,54.7,0.15
FYG,2024-09-25,78.8,55.4,69.8,55.4,,0.7108014,325.66757,65.118546,90.82653,100,,,76.8,52.5,0.11
JLN,2024-09-25,81,53,58,49,0,1.9117477,353.58893,33.81229,70.09631,96.41831,,,78.5,55.7,0.13
SET,2024-09-25,78,53,61,52,0,2.085543,303.14557,46.71927,78.796,100,0,0,78,53.6,0.09
LXT,2024-09-25,80,54,57,52,0,3.215212,332.14343,39.0557,66.49637,96.43353,,,75.7,55.4,0.1
RCM,2024-09-25,78.8,50,57.2,48.2,,0.8919861,332.9307,36.224678,73.02202,100,,,78,51.3,0.13
EZZ,2024-09-25,77,49.3,58,50.4,,3.6167247,337.35767,42.077404,72.7096,100,,,75.9,52.2,0.14
VIH,2024-09-25,77,53,58,52,0,3.041417,298.5876,48.141987,76.90632,100,,,75.8,54,0.13
SGF,2024-09-25,79,53,57,52,0,3.3890073,328.24036,41.722034,71.9981,100,0,0,78.1,55.5,0.14
RAW,2024-09-25,77,51.8,59,50,,1.6027875,7.6379437,38.743393,76.912544,100,,,78.4,54.7,0.13
VER,2024-09-25,96.8,43,61.3,54,,1.2961673,332.2922,46.64046,79.63167,100,,,76.5,53.7,0.11
SIK,2024-09-25,80,60.3,62.2,52.3,,3.3922262,342.8437,38.84651,72.19971,97.88556,,,81,56.7,0.12
POF,2024-09-25,80,61,63,55,0.02,2.5200312,14.497887,45.053043,77.85722,96.50818,,,79.6,55.5,0.13
MBY,2024-09-25,80.6,51.8,59,48.2,,1.9372822,334.21378,32.1772,67.40063,93.693306,,,75.2,53.9,0.13
BBG,2024-09-25,77,51.8,62.6,50,,0.8919861,1.5578943,38.743393,75.52402,100,,,77.2,56.6,0.18
LBO,2024-09-25,77,53.6,59,51.8,,2.3414633,321.20493,41.41535,74.03169,100,,,77,53.4,0.13
GPH,2024-09-25,78.8,46.4,59,46.4,,0.9337979,332.98944,36.506824,77.593376,100,,,76.4,51.5,0.17
MKC,2024-09-25,80,55,58,49,0,1.6510549,325.62482,36.11084,68.29699,96.44865,,,77.1,57.4,0.12
MAW,2024-09-25,80.6,62.6,62.6,51.8,,2.7317073,351.18,36.787907,69.87046,93.879135,,,82.1,56.9,0.12
COU,2024-09-25,79,55,58,51,0,4.5186763,329.8909,40.208393,70.02928,93.008835,0,0,76.7,54.6,0.13
SUS,2024-09-25,77,55,60,53,0,1.0427715,330.86493,47.992485,80.32099,100,0,0,77.7,52.9,0.09
EVU,2024-09-25,80,53.6,60,52.5,,3.1080139,351.61258,40.183964,70.19632,100,,,75.4,49.9,0.11
PCD,2024-09-25,79,55.6,62.2,53.6,,2.087108,321.38318,42.80832,79.27967,100,,,78.4,54.2,0.08
OZS,2024-09-25,77,53.6,57.2,50,,2.878049,302.29898,38.743393,71.504944,100,,,77.9,56.9,0.13
CDJ,2024-09-25,80,51,59,49,0,1.0427715,15,40.51943,74.50282,92.95015,,,75.5,52.2,0.13
GLY,2024-09-25,77,51.8,60.8,51.8,,1.5052265,341.63605,44.248478,80.1701,100,,,77.5,52.3,0.15
CGI,2024-09-25,80,57,62,57,0.0001,3.041417,309.5094,48.43953,77.7864,100,,,78.9,54,0.12
OZS,2024-09-26,77,53.6,60.8,46.4,,2.968641,23.421526,33.851604,66.76435,100,,,77.6,56.5,0.13
BBG,2024-09-26,80.6,51.8,55.4,48.2,,2.3414633,14.62042,34.414494,68.81084,100,,,76.9,56.3,0.18
MBY,2024-09-26,82.4,51.8,53.6,44.6,,3.010453,41.386215,26.486156,61.595627,93.548386,,,74.8,53.5,0.13
MKC,2024-09-26,81,56,57,49,0,1.390362,49.36694,32.725105,65.13848,96.44865,,,76.7,57,0.12
SUS,2024-09-26,79,52,59,52,0,3.475905,25.71749,41.87687,75.00505,100,,,77.3,52.5,0.09
EVU,2024-09-26,81,53.4,60.8,53,,1.6027875,95.52421,40.854195,65.115685,100,,,75,49.5,0.11
CGI,2024-09-26,81,53,63,53,0.08,6.6911173,14.601377,48.58757,74.626465,100,,,78.5,53.6,0.12
GLY,2024-09-26,78.8,51.8,59,51.8,,1.7700348,35.945126,39.024536,74.83867,100,,,77.1,51.9,0.14
PCD,2024-09-26,80.6,55,63,51.3,0.33,5.1324043,5.903258,37.194187,75.89023,100,,,78,53.8,0.08
COU,2024-09-26,80,55,57,50,0,6.3435264,38.32065,36.267414,65.35859,89.63511,0,0,76.4,54.2,0.13
CDJ,2024-09-26,81,53,58,51,0,0.60828334,38.59883,39.0557,70.17724,89.67755,,,75.1,51.8,0.13
GPH,2024-09-26,78.8,50,57.2,48.2,,1.1149826,79.060425,36.224678,73.94834,100,,,76,51.1,0.16
MAW,2024-09-26,80.6,60.8,62.6,50,,5.9686413,10.847517,34.414494,65.17617,93.78725,,,81.7,56.5,0.12
LBO,2024-09-26,77,51.8,57.2,50,,3.317073,24.466663,38.743393,67.03016,100,,,76.6,53.1,0.12
DMO,2024-09-26,82,54,56,51,0,3.9972906,28.352633,36.579586,64.76638,92.97958,,,75,53.1,0.1
FWB,2024-09-26,,,,,,0,0,,,,,,77.8,51.6,0.15
IRK,2024-09-26,80,51,57,50,0,3.8234954,43.51704,39.0557,69.228806,96.403,,,73.3,50.2,0.11
HFJ,2024-09-26,77,53.6,55.4,48.2,,3.7351916,23.39918,38.743393,64.93759,93.64554,,,77.4,54.6,0.15
AIZ,2024-09-26,79,51,59,51,0,2.8628135,37.59786,40.208393,75.30016,100,,,77.6,56.5,0.13
FAM,2024-09-26,78,53,56,53,0.0001,4.272284,14.868157,44.900772,70.14337,100,,,77.4,52.1,0.09
MCI,2024-09-26,81,54,59,52,0,3.3890073,64.95934,40.51943,63.715885,92.97958,0,0,75.5,53.5,0.13
JEF,2024-09-26,82,54,60,50,0,3.215212,28.502203,35.096558,68.84711,100,,,77,53.2,0.12
HAE,2024-09-26,78.8,53.6,55.4,48.2,,2.0487804,34.497215,34.133507,64.80649,93.64554,,,74.3,52.8,0.11
TKX,2024-09-26,80.6,60.8,62.6,55.4,,7.5618377,6.5660367,41.971546,72.85288,100,,,80.2,59.5,0.11
MYJ,2024-09-26,78.8,50,55.4,50,,2.9116607,40.879982,39.024536,72.24965,100,,,75.5,52.1,0.17
MHL,2024-09-26,78.8,51.8,59,51.8,,2.5505226,33.21148,39.024536,72.12919,100,,,75.8,52.5,0.12
UNO,2024-09-26,80,56,56,49,0,5.0400624,12.488998,36.11084,62.777393,86.50626,,,77.1,53.5,0.1
STL,2024-09-26,81,58,58,50,0.0001,5.561448,21.006258,35.096558,60.02711,86.66759,0,0,77.4,56.9,0.1
SZL,2024-09-26,80.2,50,57.6,50.5,0.0001,3.7212543,32.487537,36.94749,66.75468,94.004135,,,74.9,52.9,0.12
TBN,2024-09-26,78.6,48.2,57,51,,2.3414633,14.748349,42.888344,71.34517,98.53464,,,77,52.7,0.09
RAW,2024-09-26,77,50,57.2,50,,3.1080139,42.304085,38.743393,70.30912,100,,,78,54.3,0.14
JLN,2024-09-26,81,52,57,50,0,2.6938264,24.361256,36.42366,66.45961,92.95015,,,78.1,55.3,0.14
LXT,2024-09-26,81,56,58,51,0,3.1283145,54.553215,36.42366,63.326466,96.44865,,,75.3,54.9,0.09
VIH,2024-09-26,79,52,55,51,0,4.605574,27.201864,41.87687,68.091034,96.372086,,,75.4,53.7,0.12
LRY,2024-09-26,80.6,53.6,57.2,46.4,,1.9651568,56.62637,30.069277,66.2551,100,,,75.8,54.3,0.15
